ID	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	length	inserts	essentialOrtholog	insertDensity
8546	mRNA_178	1	scaffold_1	435163	437748	+	8546	K00974 cca tRNA nucleotidyltransferase (CCA-adding enzyme)	0.6106	40	2585	0	1	0.0
8547	mRNA_179	1	scaffold_1	437893	438740	-	8547	KOG2886 Uncharacterized conserved protein	0.6191	7	847	14	0	16.5289256198
8548	mRNA_180	1	scaffold_1	438943	441127	+	8548	K01647 CS, gltA citrate synthase	0.6201	31	2184	41	0	18.7728937729
8549	mRNA_181	1	scaffold_1	441723	442875	+	8549	K12870 ISY1 pre-mRNA-splicing factor ISY1	0.6097	16	1152	2	1	1.73611111111
8550	mRNA_182	1	scaffold_1	442975	444845	-	8550	K19828 MTG1 mitochondrial GTPase 1	0.6211	29	1870	5	0	2.67379679144
8551	mRNA_183	1	scaffold_1	445053	446538	+	8551	KOG4463 Uncharacterized conserved protein	0.6211	24	1485	13	0	8.75420875421
8552	mRNA_184	1	scaffold_1	446665	448836	-	8552	KOG1286 Amino acid transporters	0.6285	34	2171	16	0	7.36987563335
8553	mRNA_185	1	scaffold_1	449151	451288	-	8553	K11874 UBP16 ubiquitin carboxyl-terminal hydrolase 16	0.6235	21	2137	18	0	8.42302292934
8554	mRNA_186	1	scaffold_1	451676	453998	+	8554	Hypothetical Protein	0.6091	22	2322	22	0	9.47459086994
8555	mRNA_187	1	scaffold_1	454535	455556	+	8555	Hypothetical Protein	0.5998	16	1021	5	0	4.8971596474
8556	mRNA_188	1	scaffold_1	455692	459820	-	8556	K14536 RIA1 ribosome assembly protein 1	0.6159	47	4128	0	1	0.0
8557	mRNA_189	1	scaffold_1	460465	463611	+	8557	Hypothetical Protein	0.6479	38	3146	19	0	6.03941513032
8558	mRNA_190	1	scaffold_1	463737	466686	-	8558	K09526 DNAJC6 DnaJ homolog subfamily C member 6	0.6556	20	2949	0	1	0.0
8559	mRNA_191	1	scaffold_1	466792	467615	+	8559	K18588 COQ10 coenzyme Q-binding protein COQ10	0.6117	12	823	1	0	1.21506682868
8560	mRNA_192	1	scaffold_1	467837	468649	-	8560	HMMPfam-SUR7/PalI family-PF06687	0.6138	13	812	8	0	9.85221674877
8561	mRNA_193	1	scaffold_1	469004	472832	-	8561	K14573 NOP4, RBM28 nucleolar protein 4	0.6391	34	3828	2	1	0.522466039707
8562	mRNA_194	1	scaffold_1	473851	475704	+	8562	HMMPfam-Alpha/beta hydrolase family-PF12697,SUPERFAMILY--SSF53474	0.623	21	1853	10	0	5.39665407447
8563	mRNA_195	1	scaffold_1	475882	478455	-	8563	K14570 REX1, REXO1, RNH70 RNA exonuclease 1	0.6088	30	2573	3	0	1.16595413914
8564	mRNA_196	1	scaffold_1	478616	483273	+	8564	K11230 SSK2 mitogen-activated protein kinase kinase kinase	0.6346	40	4657	36	1	7.73029847541
8565	mRNA_197	1	scaffold_1	483524	484817	-	8565	K14765 NGDN, LCP5 U3 small nucleolar ribonucleoprotein protein LCP5	0.6275	16	1293	0	0	0.0
8566	mRNA_198	1	scaffold_1	485103	485929	+	8566	K02952 RP-S13, rpsM small subunit ribosomal protein S13	0.6348	8	826	0	1	0.0
8567	mRNA_199	1	scaffold_1	486367	488620	+	8567	Hypothetical Protein	0.5985	29	2253	30	0	13.3155792277
8568	mRNA_200	1	scaffold_1	489424	492149	-	8568	K15541 MPE1 protein MPE1	0.6398	20	2725	7	1	2.56880733945
8569	mRNA_201	1	scaffold_1	492772	495021	-	8569	K00294 E1.2.1.88 1-pyrroline-5-carboxylate dehydrogenase	0.6231	33	2249	21	0	9.33748332592
8570	mRNA_202	1	scaffold_1	495941	499437	-	8570	HMMPfam-Frequency clock protein-PF09421	0.6514	39	3496	50	0	14.3020594966
8571	mRNA_203	1	scaffold_1	499764	500298	-	8571	SUPERFAMILY--SSF51197	0.6243	1	534	12	1	22.4719101124
8572	mRNA_204	1	scaffold_1	500316	500871	-	8572	Hypothetical Protein	0.6169	8	555	31	0	55.8558558559
8573	mRNA_205	1	scaffold_1	501072	501667	-	8573	KOG4267 Predicted membrane protein	0.6208	10	595	8	0	13.4453781513
8574	mRNA_206	1	scaffold_1	503090	504560	-	8574	KOG0603 Ribosomal protein S6 kinase	0.6268	20	1470	9	0	6.12244897959
8575	mRNA_207	1	scaffold_1	506523	508733	-	8575	K01892 HARS, hisS histidyl-tRNA synthetase	0.6124	27	2210	1	1	0.452488687783
8576	mRNA_208	1	scaffold_1	509139	510075	+	8576	K19270 yfbT, yniC sugar-phosphatase	0.6169	12	936	4	0	4.2735042735
8577	mRNA_209	1	scaffold_1	510155	514679	-	8577	K12571 PAN2 PAB-dependent poly(A)-specific ribonuclease subunit 2	0.6221	63	4524	51	0	11.2732095491
8578	mRNA_210	1	scaffold_1	515116	519191	+	8578	K08675 PRSS15, PIM1 Lon-like ATP-dependent protease	0.6349	38	4075	2	0	0.490797546012
8579	mRNA_211	1	scaffold_1	519549	520466	-	8579	K00432 gpx glutathione peroxidase	0.5773	21	917	2	0	2.18102508179
8580	mRNA_212	1	scaffold_1	521112	523919	-	8580	K01194 TREH, treA, treF alpha,alpha-trehalase	0.6125	49	2807	50	0	17.8126113288
8581	mRNA_213	1	scaffold_1	524056	525912	+	8581	KOG1362 Choline transporter-like protein	0.5875	45	1856	17	0	9.15948275862
8582	mRNA_214	1	scaffold_1	527992	533023	-	8582	Hypothetical Protein	0.6178	53	5031	47	0	9.34207910952
8583	mRNA_215	1	scaffold_1	533781	534618	-	8583	Hypothetical Protein	0.6253	11	837	6	0	7.16845878136
8584	mRNA_216	1	scaffold_1	534909	538209	+	8584	BLAST protein of choline transporter-like family [Rhodo...	0.6234	44	3300	74	0	22.4242424242
8585	mRNA_217	1	scaffold_1	538550	540960	-	8585	K02292 crtO beta-carotene ketolase (CrtO type)	0.6006	35	2410	15	0	6.22406639004
8586	mRNA_218	1	scaffold_1	540999	541232	-	8586	Hypothetical Protein	0.5855	4	233	18	0	77.2532188841
8587	mRNA_219	1	scaffold_1	541631	542423	-	8587	Hypothetical Protein	0.6078	13	792	4	0	5.05050505051
8588	mRNA_220	1	scaffold_1	542754	544832	-	8588	K11159 K11159 carotenoid cleavage dioxygenase	0.6373	28	2078	15	0	7.21847930703
8589	mRNA_221	1	scaffold_1	545315	547571	+	8589	HMMPfam-Squalene/phytoene synthase-PF00494,ProSitePatterns-Squalene and phytoene synthases signature 2.-PS01045,SUPERFAMILY--SSF48576,TIGRFAM-CarR_dom_SF lycopene cyclase domain-TIGR03462	0.6198	32	2256	23	0	10.195035461
8590	mRNA_222	1	scaffold_1	547787	548767	-	8590	K12795 SUGT1, SGT1 suppressor of G2 allele of SKP1	0.6147	9	980	0	1	0.0
8591	mRNA_223	1	scaffold_1	548978	553115	-	8591	HMMPfam-Protein of unknown function (DUF1212)-PF06738,HMMPfam-Protein of unknown function (DUF3815)-PF12821	0.6385	46	4137	34	0	8.21851583273
8592	mRNA_224	1	scaffold_1	554235	556538	-	8592	K07300 chaA, CAX Ca2+-H+ antiporter	0.6207	28	2303	7	0	3.03951367781
8593	mRNA_225	1	scaffold_1	556962	559070	-	8593	KOG0619 FOG Leucine rich repeat	0.6425	15	2108	9	0	4.26944971537
8594	mRNA_226	1	scaffold_1	559154	560792	+	8594	KOG2861 Uncharacterized conserved protein	0.615	20	1638	14	0	8.54700854701
8595	mRNA_227	1	scaffold_1	561039	562506	-	8595	K03259 EIF4E translation initiation factor 4E	0.6519	12	1467	14	0	9.54328561691
8596	mRNA_228	1	scaffold_1	563158	565625	+	8596	KOG0255 Synaptic vesicle transporter SVOP and related transporters (major facilitator superfamily)	0.6118	47	2467	42	0	17.0247263883
8597	mRNA_229	1	scaffold_1	565794	566303	-	8597	Hypothetical Protein	0.5941	9	509	8	0	15.7170923379
8598	mRNA_230	1	scaffold_1	566655	568496	+	8598	K11254 H4 histone H4	0.5907	30	1841	55	0	29.8750678979
8599	mRNA_231	1	scaffold_1	569811	575068	+	8599	HMMPfam-Urb2/Npa2 family-PF10441,SUPERFAMILY--SSF48371	0.635	49	5257	1	0	0.190222560396
8600	mRNA_232	1	scaffold_1	575328	575800	+	8600	KOG1773 Stress responsive protein	0.5941	5	472	2	0	4.23728813559
8601	mRNA_233	1	scaffold_1	575956	577138	+	8601	K06287 maf septum formation protein	0.6095	15	1182	6	0	5.07614213198
8602	mRNA_234	1	scaffold_1	577218	578179	-	8602	K00452 HAAO 3-hydroxyanthranilate 3,4-dioxygenase	0.5759	16	961	7	1	7.28407908429
8603	mRNA_235	1	scaffold_1	578724	580674	-	8603	KOG2614 Kynurenine 3-monooxygenase and related flavoprotein monooxygenases	0.6115	26	1950	12	0	6.15384615385
8604	mRNA_236	1	scaffold_1	580930	582126	-	8604	HMMPfam-F-box domain-PF00646,ProSiteProfiles-F-box domain profile.-PS50181,SUPERFAMILY--SSF52047	0.6408	6	1196	16	0	13.3779264214
8605	mRNA_237	1	scaffold_1	582180	584217	+	8605	K08098 PIGZ, SMP3 phosphatidylinositol glycan, class Z	0.6084	31	2037	0	1	0.0
8606	mRNA_238	1	scaffold_1	585239	585472	+	8606	Hypothetical Protein	0.6368	1	233	1	0	4.29184549356
8607	mRNA_239	1	scaffold_1	585824	587660	+	8607	K01809 manA, MPI mannose-6-phosphate isomerase	0.6004	18	1836	1	1	0.544662309368
8608	mRNA_240	1	scaffold_1	588518	590085	+	8608	KOG0254 Predicted transporter (major facilitator superfamily)	0.6142	16	1567	10	1	6.38162093172
8609	mRNA_241	1	scaffold_1	590351	590973	+	8609	BLAST 60s ribosomal protein l25 [Moniliophthora roreri ...	0.6356	5	622	0	0	0.0
8610	mRNA_242	1	scaffold_1	591583	594875	+	8610	HMMPfam-CorA-like Mg2+ transporter protein-PF01544,SUPERFAMILY--SSF143865	0.6365	38	3292	1	0	0.303766707169
8611	mRNA_243	1	scaffold_1	595107	595773	+	8611	HMMPfam-Replication factor A protein 3-PF08661,SUPERFAMILY--SSF50249	0.6027	7	666	0	0	0.0
8612	mRNA_244	1	scaffold_1	596277	596788	+	8612	K17778 TIM10 mitochondrial import inner membrane translocase subunit TIM10	0.6426	5	511	0	1	0.0
8613	mRNA_245	1	scaffold_1	597112	598781	-	8613	KOG0256 1-aminocyclopropane-1-carboxylate synthase, and related proteins	0.6228	28	1669	11	0	6.59077291791
8614	mRNA_246	1	scaffold_1	598851	601414	-	8614	Hypothetical Protein	0.6435	34	2563	94	0	36.6757705813
8615	mRNA_247	1	scaffold_1	602212	602729	+	8615	K11254 H4 histone H4	0.612	7	517	0	0	0.0
8616	mRNA_248	1	scaffold_1	603396	605038	-	8616	K01796 E5.1.99.4, AMACR, mcr alpha-methylacyl-CoA racemase	0.6184	23	1642	19	0	11.5712545676
8617	mRNA_249	1	scaffold_1	605214	606480	+	8617	K03538 POP4, RPP29 ribonuclease P protein subunit POP4	0.6188	14	1266	1	1	0.789889415482
8618	mRNA_250	1	scaffold_1	607313	608781	+	8618	K19245 JLP1 sulfonate dioxygenase	0.6181	22	1468	20	0	13.6239782016
8619	mRNA_251	1	scaffold_1	608918	609439	-	8619	HMMPfam-ACT domain-PF13840,PIRSF--PIRSF008459,SUPERFAMILY--SSF55021	0.6073	9	521	8	0	15.3550863724
8620	mRNA_252	1	scaffold_1	609608	610870	-	8620	Hypothetical Protein	0.6271	19	1262	23	0	18.2250396197
8621	mRNA_253	1	scaffold_1	611030	612229	+	8621	KOG2273 Membrane coat complex Retromer, subunit VPS5/SNX1, Sorting nexins, and related PX domain-containing proteins	0.6108	23	1199	12	0	10.0083402836
8622	mRNA_254	1	scaffold_1	612522	613328	+	8622	KOG0970 DNA polymerase alpha, catalytic subunit	0.6394	6	806	0	0	0.0
8623	mRNA_255	1	scaffold_1	613626	618274	+	8623	K02320 POLA1 DNA polymerase alpha subunit A	0.6049	57	4648	1	1	0.215146299484
8624	mRNA_256	1	scaffold_1	618548	619064	-	8624	K11254 H4 histone H4	0.6151	7	516	3	0	5.81395348837
8625	mRNA_257	1	scaffold_1	619763	620480	+	8625	KOG1745 Histones H3 and H4	0.6337	7	717	5	0	6.97350069735
8626	mRNA_258	1	scaffold_1	621201	621954	-	8626	HMMPfam-Eukaryotic protein of unknown function (DUF1764)-PF08576	0.626	6	753	3	0	3.98406374502
8627	mRNA_259	1	scaffold_1	622490	625658	+	8627	HMMPfam-Domain of unknown function (DUF1771)-PF08590,ProSiteProfiles-Zinc finger C3H1-type profile.-PS50103,ProSiteProfiles-Smr domain profile.-PS50828,SMART-zinc finger-SM00356	0.6516	35	3168	14	0	4.41919191919
8628	mRNA_260	1	scaffold_1	625910	627593	+	8628	KOG2534 DNA polymerase IV (family X)	0.5837	34	1683	19	0	11.2893642305
8629	mRNA_261	1	scaffold_1	627613	628433	+	8629	KOG1745 Histones H3 and H4	0.6346	15	820	11	0	13.4146341463
8630	mRNA_262	1	scaffold_1	628698	628997	-	8630	HMMPfam-Flavin reductase like domain-PF01613	0.6067	8	299	1	0	3.34448160535
8631	mRNA_263	1	scaffold_1	629830	634837	-	8631	K01537 E3.6.3.8 Ca2+-transporting ATPase	0.6352	37	5007	72	0	14.3798681845
8632	mRNA_264	1	scaffold_1	636296	637192	+	8632	BLAST phosphoglycerate mutase-like protein [Sanghuangporus ...	0.6243	17	896	11	0	12.2767857143
8633	mRNA_265	1	scaffold_1	637479	639717	+	8633	K00876 udk, UCK uridine kinase	0.6079	34	2238	16	0	7.14924039321
8634	mRNA_266	1	scaffold_1	639859	640522	-	8634	KOG0111 Cyclophilin-type peptidyl-prolyl cis-trans isomerase	0.6039	11	663	3	0	4.52488687783
8635	mRNA_267	1	scaffold_1	640868	642235	-	8635	K03381 catA catechol 1,2-dioxygenase	0.6148	16	1367	10	0	7.31528895391
8636	mRNA_268	1	scaffold_1	642489	643919	+	8636	HMMPfam-Fungal Zn(2)-Cys(6) binuclear cluster domain-PF00172,HMMPfam-Fungal specific transcription factor domain-PF04082,ProSitePatterns-Zn(2)-C6 fungal-type DNA-binding domain signature.-PS00463,ProSiteProfiles-Zn(2)-C6 fungal-type DNA-binding domain profile.-PS50048,SMART-GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain-SM00066,SMART-Fungal specific transcription factor domain-SM00906,SUPERFAMILY--SSF57701	0.6198	16	1430	19	0	13.2867132867
8637	mRNA_269	1	scaffold_1	644049	645349	+	8637	BLAST nitrogen assimilation transcription factor [Rhodo...	0.6157	19	1300	11	0	8.46153846154
8638	mRNA_270	1	scaffold_1	645622	646120	-	8638	BLAST protein of unknown function [Taphrina deformans PYCC ...	0.6112	12	498	0	0	0.0
8639	mRNA_271	1	scaffold_1	646438	653784	-	8639	K11262 ACACA acetyl-CoA carboxylase / biotin carboxylase 1	0.652	81	7346	3	1	0.408385515927
8640	mRNA_272	1	scaffold_1	654316	655397	-	8640	KOG4178 Soluble epoxide hydrolase	0.6165	10	1081	9	0	8.32562442183
8641	mRNA_273	1	scaffold_1	655778	657591	+	8641	K15174 PAF1 RNA polymerase II-associated factor 1	0.6351	22	1813	12	0	6.61886376172
8642	mRNA_274	1	scaffold_1	657663	658330	+	8642	BLAST Putative Pc16g06240 protein [Torrubiella hemipterigena]	0.5898	9	667	6	0	8.99550224888
8643	mRNA_275	1	scaffold_1	659442	660346	-	8643	BLAST nitrogen assimilation transcription factor [Rhodo...	0.6276	8	904	3	0	3.3185840708
8644	mRNA_276	1	scaffold_1	660577	661885	-	8644	K03679 RRP4, EXOSC2 exosome complex component RRP4	0.6112	17	1308	1	1	0.764525993884
8645	mRNA_277	1	scaffold_1	662977	664495	+	8645	KOG3122 DNA-directed RNA polymerase III subunit	0.6195	8	1518	1	0	0.658761528327
8646	mRNA_278	1	scaffold_1	664753	665683	-	8646	K03134 TAF10 transcription initiation factor TFIID subunit 10	0.6165	13	930	0	1	0.0
8647	mRNA_279	1	scaffold_1	665902	666990	+	8647	K02908 RP-L30e, RPL30 large subunit ribosomal protein L30e	0.6263	14	1088	12	1	11.0294117647
8648	mRNA_280	1	scaffold_1	667425	668296	+	8648	Hypothetical Protein	0.6594	4	871	20	0	22.9621125144
8649	mRNA_281	1	scaffold_1	669704	671491	-	8649	KOG0653 Cyclin B and related kinase-activating proteins	0.656	17	1787	10	0	5.59597090095
8650	mRNA_282	1	scaffold_1	672440	673215	-	8650	Hypothetical Protein	0.6379	6	775	39	0	50.3225806452
8651	mRNA_283	1	scaffold_1	673914	675244	-	8651	K00872 thrB1 homoserine kinase	0.6394	18	1330	0	1	0.0
8652	mRNA_284	1	scaffold_1	676013	677803	+	8652	K01762 ACS 1-aminocyclopropane-1-carboxylate synthase	0.6008	26	1790	6	0	3.35195530726
8653	mRNA_285	1	scaffold_1	678143	678782	+	8653	Hypothetical Protein	0.6609	5	639	4	0	6.25978090767
8654	mRNA_286	1	scaffold_1	679511	681745	-	8654	SUPERFAMILY--SSF52047	0.6353	29	2234	13	0	5.81915846016
8655	mRNA_287	1	scaffold_1	681999	683854	+	8655	KOG1861 Leucine permease transcriptional regulator	0.5862	44	1855	9	0	4.85175202156
8656	mRNA_288	1	scaffold_1	684049	686611	-	8656	K00521 E1.16.1.7 ferric-chelate reductase	0.6032	45	2562	23	0	8.97736143638
8657	mRNA_289	1	scaffold_1	686748	688788	+	8657	HMMPfam-Major Facilitator Superfamily-PF07690,ProSiteProfiles-Major facilitator superfamily (MFS) profile.-PS50850,SUPERFAMILY--SSF103473	0.6208	19	2040	17	0	8.33333333333
8658	mRNA_290	1	scaffold_1	689147	690940	+	8658	HMMPfam-Major Facilitator Superfamily-PF07690,ProSitePatterns-Sugar transport proteins signature 1.-PS00216,ProSiteProfiles-Major facilitator superfamily (MFS) profile.-PS50850,SUPERFAMILY--SSF103473	0.6014	27	1793	11	0	6.13496932515
8659	mRNA_291	1	scaffold_1	691511	692003	+	8659	K03012 RPB4, POLR2D DNA-directed RNA polymerase II subunit RPB4	0.5882	9	492	1	1	2.0325203252
8660	mRNA_292	1	scaffold_1	692166	693130	-	8660	HMMPfam-Endoplasmic reticulum-based factor for assembly of V-ATPase-PF11712	0.6321	16	964	2	0	2.07468879668
8661	mRNA_293	1	scaffold_1	693672	694229	+	8661	Hypothetical Protein	0.6219	11	557	5	0	8.97666068223
8662	mRNA_294	1	scaffold_1	694833	695851	+	8662	Hypothetical Protein	0.6467	14	1018	5	0	4.9115913556
8663	mRNA_295	1	scaffold_1	696083	698097	-	8663	KOG3069 Peroxisomal NUDIX hydrolase	0.6258	24	2014	23	0	11.4200595829
8664	mRNA_296	1	scaffold_1	698223	702275	-	8664	K20177 VPS3, TGFBRAP1 vacuolar protein sorting-associated protein 3	0.621	50	4052	24	0	5.92300098717
8665	mRNA_297	1	scaffold_1	702591	702936	+	8665	Hypothetical Protein	0.6763	2	345	8	0	23.1884057971
8666	mRNA_298	1	scaffold_1	705560	707244	+	8666	KOG0725 Reductases with broad range of substrate specificities	0.6178	19	1684	15	1	8.90736342043
8667	mRNA_299	1	scaffold_1	707483	708587	+	8667	ProSiteProfiles-SET domain profile.-PS50280,SUPERFAMILY--SSF82199	0.6299	14	1104	21	0	19.0217391304
8668	mRNA_300	1	scaffold_1	709223	712870	+	8668	BLAST transcription factor hoxa13 [Aspergillus bombycis]	0.6579	44	3647	24	0	6.58075130244
8669	mRNA_301	1	scaffold_1	715492	716127	+	8669	Hypothetical Protein	0.684	6	635	4	0	6.29921259843
8670	mRNA_302	1	scaffold_1	717137	721125	-	8670	K00668 FAS1 fatty acid synthase subunit beta, fungi type	0.649	44	3988	0	1	0.0
8671	mRNA_303	1	scaffold_1	721843	723815	-	8671	K00222 TM7SF2, ERG24 Delta14-sterol reductase	0.6107	35	1972	0	1	0.0
8672	mRNA_304	1	scaffold_1	724122	725231	-	8672	HMMPfam-Domain of unknown function (DUF1917)-PF08939,SUPERFAMILY--SSF55418	0.5955	19	1109	11	0	9.91884580703
8673	mRNA_305	1	scaffold_1	726265	727388	+	8673	HMMPfam-Peroxisomal biogenesis factor 11 (PEX11)-PF05648	0.6094	16	1123	10	0	8.90471950134
8674	mRNA_306	1	scaffold_1	727879	728992	-	8674	HMMPfam-Relaxase/Mobilisation nuclease domain-PF03432,ProSiteProfiles-Tudor domain profile.-PS50304,SMART-Tudor domain-SM00333,SUPERFAMILY--SSF63748	0.6203	12	1113	4	1	3.59389038634
8675	mRNA_307	1	scaffold_1	729336	730471	-	8675	K12195 CHMP6, VPS20 charged multivesicular body protein 6	0.6074	11	1135	4	0	3.52422907489
8676	mRNA_308	1	scaffold_1	730823	731905	+	8676	K07952 ARFRP1 ADP-ribosylation factor related protein 1	0.5882	14	1082	15	0	13.8632162662
8677	mRNA_309	1	scaffold_1	732179	734206	+	8677	K00643 E2.3.1.37, ALAS 5-aminolevulinate synthase	0.6681	20	2027	3	1	1.4800197336
8678	mRNA_310	1	scaffold_1	734427	736325	+	8678	K00626 E2.3.1.9, atoB acetyl-CoA C-acetyltransferase	0.6319	20	1898	15	1	7.90305584826
8679	mRNA_311	1	scaffold_1	737521	741046	-	8679	KOG1001 Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	0.6143	46	3525	27	0	7.65957446809
8680	mRNA_312	1	scaffold_1	741330	747566	+	8680	K20103 DDX60 ATP-dependent RNA helicase DDX60	0.6391	54	6236	0	0	0.0
8681	mRNA_313	1	scaffold_1	747815	749312	-	8681	Hypothetical Protein	0.6442	14	1497	16	0	10.6880427522
8682	mRNA_314	1	scaffold_1	749609	751814	-	8682	K13091 RBM39, RNPC2 RNA-binding protein 39	0.6296	30	2205	11	1	4.98866213152
8683	mRNA_315	1	scaffold_1	752039	753953	+	8683	Hypothetical Protein	0.5927	29	1914	88	0	45.9770114943
8684	mRNA_316	1	scaffold_1	754275	756026	+	8684	K18802 DUG3 glutamine amidotransferase	0.6016	27	1751	18	0	10.2798400914
8685	mRNA_317	1	scaffold_1	756228	757512	+	8685	HMMPfam-DnaJ domain-PF00226,PRINTS-DnaJ domain signature-PR00625,ProSitePatterns-Nt-dnaJ domain signature.-PS00636,ProSiteProfiles-dnaJ domain profile.-PS50076,ProSiteProfiles-IQ motif profile.-PS50096,SMART-DnaJ molecular chaperone homology domain-SM00271,SUPERFAMILY--SSF46565	0.6444	17	1284	11	0	8.56697819315
8686	mRNA_318	1	scaffold_1	757594	759249	-	8686	Interpro Fungal domain of unknown function (DUF1750)	0.6377	23	1655	7	0	4.22960725076
8687	mRNA_319	1	scaffold_1	759335	760537	+	8687	KOG2134 Polynucleotide kinase 3' phosphatase	0.6068	26	1202	14	0	11.6472545757
8688	mRNA_320	1	scaffold_1	760656	762781	-	8688	Hypothetical Protein	0.6143	26	2125	20	0	9.41176470588
8689	mRNA_321	1	scaffold_1	762839	764616	+	8689	KOG4317 Predicted Zn-finger protein	0.617	22	1777	2	0	1.12549240293
8690	mRNA_322	1	scaffold_1	764792	765740	+	8690	Hypothetical Protein	0.607	10	948	3	0	3.16455696203
8691	mRNA_323	1	scaffold_1	766259	767210	+	8691	Hypothetical Protein	0.6229	8	951	10	0	10.5152471083
8692	mRNA_324	1	scaffold_1	767858	770027	+	8692	K00135 gabD succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	0.606	25	2169	14	0	6.45458736745
8693	mRNA_325	1	scaffold_1	770334	776057	-	8693	KOG0054 Multidrug resistance-associated protein/mitoxantrone resistance protein, ABC superfamily	0.6134	66	5723	35	0	6.11567359776
8694	mRNA_326	1	scaffold_1	776267	777781	-	8694	K17983 SHE9 sensitive to high expression protein 9, mitochondrial	0.6218	15	1514	14	0	9.24702774108
8695	mRNA_327	1	scaffold_1	778008	779249	-	8695	KOG0378 40S ribosomal protein S4	0.6248	13	1241	9	0	7.25221595488
8696	mRNA_328	1	scaffold_1	779514	780910	-	8696	K02987 RP-S4e, RPS4 small subunit ribosomal protein S4e	0.6342	17	1396	1	1	0.716332378223
8697	mRNA_329	1	scaffold_1	781118	782181	-	8697	Hypothetical Protein	0.6494	6	1063	15	0	14.1110065851
8698	mRNA_330	1	scaffold_1	782807	784581	-	8698	KOG2018 Predicted dinucleotide-utilizing enzyme involved in molybdopterin and thiamine biosynthesis	0.6011	20	1774	13	0	7.32807215333
8699	mRNA_331	1	scaffold_1	786269	787745	+	8699	K03940 NDUFS7 NADH dehydrogenase (ubiquinone) Fe-S protein 7	0.6242	23	1476	22	0	14.9051490515
8700	mRNA_332	1	scaffold_1	788095	788775	-	8700	HMMPfam-DSS1/SEM1 family-PF05160	0.6109	5	680	9	0	13.2352941176
8701	mRNA_333	1	scaffold_1	789358	791102	-	8701	Hypothetical Protein	0.6206	32	1744	27	0	15.4816513761
8702	mRNA_334	1	scaffold_1	792166	794119	+	8702	K00938 E2.7.4.2, mvaK2 phosphomevalonate kinase	0.6141	34	1953	1	1	0.512032770097
8703	mRNA_335	1	scaffold_1	794212	794991	-	8703	BLAST LOC100145131 protein [Xenopus tropicalis]	0.6038	8	779	2	0	2.56739409499
8704	mRNA_336	1	scaffold_1	795455	795670	+	8704	BLAST AGAP003941-PA [Anopheles gambiae str. PEST]	0.6296	4	215	0	0	0.0
8705	mRNA_337	1	scaffold_1	795968	797601	-	8705	HMMPfam-Glycosyl hydrolases family 17-PF00332,SUPERFAMILY--SSF51445	0.5955	33	1633	16	0	9.79791794244
8706	mRNA_338	1	scaffold_1	798129	798620	+	8706	Hypothetical Protein	0.5874	8	491	6	0	12.2199592668
8707	mRNA_339	1	scaffold_1	798617	799510	-	8707	K01693 hisB imidazoleglycerol-phosphate dehydratase	0.6264	11	893	0	0	0.0
8708	mRNA_340	1	scaffold_1	799973	801137	-	8708	KOG1271 Methyltransferases	0.5957	18	1164	16	0	13.7457044674
